,Name,Category,Category_1,Location,Location_1,Label,Rating,Review,avg_lunch,avg_dinner,min_lunch,max_lunch,min_dinner,max_dinner,Location_2
2707,보틀러,양식,양식,충무로,중구,예약,4.6,266,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,충무로
2708,오스테리아소띠,피자,양식,서촌,종로구,예약,4.5,318,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,서촌
2709,이춘복참치 을지로점,참치회,일식,을지로,중구,예약,4.1,85,20000.0,50000.0,10000.0,30000.0,20000.0,80000.0,을지로
2710,팔레토,양식,양식,여의도,영등포구,예약,4.4,55,15000.0,50000.0,10000.0,20000.0,20000.0,80000.0,여의도
2711,서울리에,한식,한식,서울역,성동구,예약,4.2,183,25000.0,50000.0,20000.0,30000.0,20000.0,80000.0,서울역
2712,오츠마미,양식,양식,도산공원,강남구,예약,4.8,93,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,도산공원
2713,해담채 강남점,"해물,생선요리",한식,강남,강남구,예약,4.4,142,25000.0,50000.0,10000.0,40000.0,20000.0,80000.0,강남
2714,해담채 남부터미널점,"해물,생선요리",한식,서초,서초구,예약,4.5,74,30000.0,50000.0,10000.0,50000.0,20000.0,80000.0,서초
2715,해담채 여의도점,"해물,생선요리",한식,여의도,영등포구,예약,4.6,166,25000.0,50000.0,10000.0,40000.0,20000.0,80000.0,여의도
2716,해담채 시청점,"해물,생선요리",한식,시청,중구,예약,4.4,90,25000.0,50000.0,10000.0,40000.0,20000.0,80000.0,시청
2717,해담채 삼성점,"해물,생선요리",한식,삼성,강남구,예약,4.4,110,25000.0,50000.0,10000.0,40000.0,20000.0,80000.0,삼성
2718,심야식당 사이카이,이자카야,일식,신사,강남구,예약,5.0,88,영업안함,50000.0,,,20000.0,80000.0,신사
2719,퀸즈파크 청담,브런치,양식,청담,강남구,예약,4.4,231,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,청담
2720,홍박식당,"육류,고기요리",한식,마곡,강서구,예약,5.0,4,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,마곡
2721,오이스터배,양식,양식,시청,중구,예약,4.7,291,영업안함,50000.0,,,20000.0,80000.0,시청
2722,오복수산 여의도점,일식,일식,여의도,영등포구,예약,4.5,283,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,여의도
2723,오복수산참치 여의도점,일식,일식,여의도,영등포구,예약,4.5,181,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,여의도
2724,오복수산참치 광화문점,일식,일식,광화문,종로구,예약,4.5,142,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,광화문
2725,골든센트리,중식,중식,성수,성동구,예약,4.8,219,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,성수
2726,모담다이닝 마곡 엘지아트센터점,한식,한식,마곡,강서구,예약,4.2,695,30000.0,50000.0,20000.0,40000.0,20000.0,80000.0,마곡
2727,타파델디아,스페인음식,양식,방배,서초구,예약,4.8,56,30000.0,50000.0,20000.0,40000.0,20000.0,80000.0,방배
2728,한미옥 청담본점,"육류,고기요리",한식,청담,강남구,예약,4.5,225,40000.0,50000.0,10000.0,70000.0,20000.0,80000.0,청담
2729,Anidar Parque(아니다파르크),유러피안음식,양식,논현,강남구,예약,3.9,284,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,논현
2730,광평 평양냉면갈비 강남직영점,"육류,고기요리",한식,강남,강남구,예약,4.5,96,25000.0,50000.0,10000.0,40000.0,20000.0,80000.0,강남
2731,퀴진알,이탈리아음식,양식,여의도,영등포구,예약,4.8,33,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,여의도
2732,서동한우 강남점,소고기구이,한식,강남,강남구,예약,5.0,3,50000.0,50000.0,20000.0,80000.0,20000.0,80000.0,강남
2733,WUI 웨이 티하우스 & 레스토랑,한식,한식,신용산,용산구,예약,4.6,429,20000.0,55000.0,10000.0,30000.0,20000.0,90000.0,신용산/이촌
2734,모담 광화문점,한정식,한식,광화문,종로구,예약,4.3,664,40000.0,55000.0,10000.0,70000.0,20000.0,90000.0,광화문
2735,쏠티캐빈 용리단길점 블랙,양식,양식,용산,용산구,예약,4.2,56,20000.0,55000.0,10000.0,30000.0,20000.0,90000.0,용산
2736,앰배서더 서울 풀만 1955 그로세리아,유러피안음식,양식,장충동,중구,예약,4.5,135,55000.0,55000.0,20000.0,90000.0,20000.0,90000.0,장충동
2737,뚝심한우 마곡점,소고기구이,한식,마곡,강서구,예약,4.6,64,50000.0,55000.0,10000.0,90000.0,20000.0,90000.0,마곡
2738,온천집 스키야키,샤브샤브,한식,압구정로데오,강남구,예약,4.1,1133,55000.0,55000.0,20000.0,90000.0,20000.0,90000.0,압구정로데오
2739,하나미치,가이세키오마카세,일식,문정,송파구,예약,4.9,5,55000.0,55000.0,20000.0,90000.0,20000.0,90000.0,문정
2740,라망드쉐프,이탈리아음식,양식,강남,강남구,예약,4.4,2,55000.0,55000.0,20000.0,90000.0,20000.0,90000.0,강남
2741,경회루,한정식,한식,공릉,노원구,예약,4.5,96,55000.0,60000.0,10000.0,100000.0,20000.0,100000.0,공릉
2742,청담 피플 더 테라스,양식,양식,청담,강남구,예약,4.7,202,영업안함,60000.0,,,20000.0,100000.0,청담
2743,로열스테이크,"스테이크,립",양식,잠원,서초구,예약,4.3,297,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,잠원
2744,셰프테이너,이탈리아음식,양식,한남,용산구,예약,4.7,780,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,한남
2745,꼬시나에스파냐,스페인음식,양식,서래마을,서초구,예약,4.5,126,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,서래마을
2746,이도맨숀,"육류,고기요리",한식,여의도,영등포구,예약,4.1,199,35000.0,60000.0,20000.0,50000.0,20000.0,100000.0,여의도
2747,테라스룸 서울,유러피안음식,양식,청담,강남구,예약,4.3,1650,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,청담
2748,파스타포포,이탈리아음식,양식,방배,서초구,예약,3.9,103,35000.0,60000.0,20000.0,50000.0,20000.0,100000.0,방배
2749,불래,컨템포러리,퓨전,한남,용산구,예약,4.7,247,영업안함,60000.0,,,20000.0,100000.0,한남
2750,우시야 교대점,한우오마카세,한식,교대,서초구,예약,4.6,151,영업안함,60000.0,,,20000.0,100000.0,교대
2751,몬드리안 클레오(CLEO),유러피안음식,양식,이태원,용산구,예약,4.4,377,35000.0,60000.0,20000.0,50000.0,20000.0,100000.0,이태원
2752,송화유수,한우오마카세,한식,강남,강남구,예약,4.5,68,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,강남
2753,따빠마드레,스페인음식,양식,광화문,종로구,예약,4.1,71,35000.0,60000.0,20000.0,50000.0,20000.0,100000.0,광화문
2754,먼동,한식,한식,신촌,서대문구,예약,4.9,17,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,신촌
2755,라인드 한남 루프탑,이탈리아음식,양식,한남,용산구,예약,4.7,49,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,한남
2756,페페신사,이탈리아음식,양식,신사,강남구,예약,4.7,239,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,신사
2757,마제스티 타바론 티라운지,양식,양식,압구정로데오,강남구,예약,4.7,433,40000.0,60000.0,20000.0,60000.0,20000.0,100000.0,압구정로데오
2758,스터번 스테이크하우스,"스테이크,립",양식,역삼,강남구,예약,4.9,27,30000.0,60000.0,10000.0,50000.0,20000.0,100000.0,역삼
2759,함루 본점,일식,일식,공덕,마포구,예약,4.4,58,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,공덕
2760,비노탭시에나,양식,양식,청담,강남구,예약,4.9,941,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,청담
2761,루프탑바 디아만테,양식,양식,청담,강남구,예약,4.9,534,60000.0,60000.0,20000.0,100000.0,20000.0,100000.0,청담
2762,알렉산더 맨션,이탈리아음식,양식,도산공원,강남구,예약,4.9,67,61000.0,61000.0,30000.0,92000.0,30000.0,92000.0,도산공원
2763,펍 카와우소,"맥주,호프",주류,시청,중구,예약,4.9,18,영업안함,60000.0,,,20000.0,100000.0,시청
2764,갈리나데이지,이탈리아음식,양식,서촌,종로구,예약,4.0,50,45000.0,65000.0,20000.0,70000.0,20000.0,110000.0,서촌
2765,보스켓,이탈리아음식,양식,강남,강남구,예약,4.5,364,35000.0,85000.0,10000.0,60000.0,20000.0,150000.0,강남
2766,소주옥,양식,양식,청담,강남구,예약,4.9,32,영업안함,85000.0,,,20000.0,150000.0,청담
2767,톰볼라,이탈리아음식,양식,서래마을,서초구,예약,4.4,85,50000.0,77500.0,20000.0,80000.0,20000.0,135000.0,서래마을
2768,뽈뽀,이탈리아음식,양식,방배,서초구,예약,4.9,249,37500.0,75000.0,20000.0,55000.0,20000.0,130000.0,방배
2769,까브테라스 Cave Terrace,이탈리아음식,양식,신사,강남구,예약,4.4,284,85000.0,85000.0,20000.0,150000.0,20000.0,150000.0,신사
2770,삼원가든,소고기구이,한식,압구정,강남구,예약,4.4,776,85000.0,85000.0,20000.0,150000.0,20000.0,150000.0,압구정
2771,장스테이크,"스테이크,립",양식,압구정로데오,강남구,예약,4.9,182,85000.0,85000.0,20000.0,150000.0,20000.0,150000.0,압구정로데오
2772,버터플라이 스테이크하우스,"스테이크,립",양식,가로수길,강남구,예약,4.9,254,35000.0,85000.0,20000.0,50000.0,20000.0,150000.0,가로수길
2773,에그앤플라워 청담,파스타,양식,청담,강남구,예약,4.8,115,35000.0,85000.0,20000.0,50000.0,20000.0,150000.0,청담
2774,마구로참치1980,참치회,일식,용산,용산구,예약,4.5,12,85000.0,85000.0,20000.0,150000.0,20000.0,150000.0,용산
2775,스페이스결,컨템포러리,퓨전,홍대,마포구,예약,4.9,84,25000.0,75000.0,10000.0,40000.0,10000.0,140000.0,홍대
2776,데비스 (Debbie’s),이탈리아음식,양식,북촌,종로구,예약,4.6,142,85000.0,85000.0,20000.0,150000.0,20000.0,150000.0,북촌
2777,소소한 풍경,한식,한식,종로,종로구,예약,4.9,18,90000.0,90000.0,60000.0,120000.0,60000.0,120000.0,종로
2778,밍글몰트,"칵테일,위스키",주류,강남,강남구,예약,4.9,4,영업안함,85000.0,,,20000.0,150000.0,강남
2779,더 더치 치즈앤모어 강남구청점,이탈리아음식,양식,강남구청,강남구,예약,4.9,6,85000.0,85000.0,20000.0,150000.0,20000.0,150000.0,강남구청
2780,T6,코스요리,퓨전,청담,강남구,예약,4.4,150,영업안함,90000.0,,,10000.0,170000.0,청담
2781,비스타 파인다이닝  세빛섬,양식,양식,반포,서초구,예약,4.1,79,295000.0,100000.0,0.0,590000.0,20000.0,180000.0,반포
2782,festiva,이탈리아음식,양식,삼성,강남구,예약,4.3,188,45000.0,95000.0,20000.0,70000.0,20000.0,170000.0,삼성
2783,LE SOL (르쏠),"스테이크,립",양식,대치,강남구,예약,4.7,540,30000.0,110000.0,10000.0,50000.0,20000.0,200000.0,대치
2784,콜룸바 청담,양식,양식,청담,강남구,예약,5.0,1,영업안함,110000.0,,,20000.0,200000.0,청담
2785,청담제주물항,"해물,생선요리",한식,청담,강남구,예약,4.2,41,40000.0,100000.0,20000.0,60000.0,20000.0,180000.0,청담
2786,이도청담,컨템포러리,퓨전,청담,강남구,예약,4.5,1230,44000.0,65000.0,20000.0,68000.0,20000.0,110000.0,청담
2787,스시도손 현대무역센터점,스시오마카세,일식,삼성,강남구,예약,5.0,17,40000.0,90000.0,20000.0,60000.0,20000.0,160000.0,삼성
2788,트랄라,양식,양식,한남,용산구,예약,4.7,113,영업안함,35000.0,,,30000.0,40000.0,한남
2789,아루히 니와,스시오마카세,일식,여의도,영등포구,예약,4.9,1237,영업안함,34000.0,,,20000.0,48000.0,여의도
2790,부농정육식당,소고기구이,한식,송파,송파구,예약,4.6,206,35000.0,35000.0,30000.0,40000.0,30000.0,40000.0,송파
2791,점점점점점점 • • • • • •,베지테리안/비건,양식,상암,마포구,예약,4.7,735,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,상암
2792,타쿠,이자카야,일식,답십리,동대문구,예약,4.9,13,영업안함,35000.0,,,35000.0,35000.0,답십리
2793,노우즈 풍경점,브런치,양식,종각,종로구,예약,4.1,233,25000.0,35000.0,20000.0,30000.0,30000.0,40000.0,종각
2794,우감만족,소고기구이,한식,압구정로데오,강남구,예약,4.8,733,35000.0,35000.0,30000.0,40000.0,30000.0,40000.0,압구정로데오
2795,야키토리 미식서울,야키토리,일식,연남,마포구,예약,4.7,506,10000.0,35000.0,10000.0,10000.0,30000.0,40000.0,연남
2796,도마22,이자카야,일식,강서,강서구,예약,4.9,29,영업안함,35000.0,,,30000.0,40000.0,강서
2797,이치류 한남점,양고기,육류,한남,용산구,예약,4.7,83,영업안함,35000.0,,,30000.0,40000.0,한남
2798,이치류 여의도점,양고기,육류,여의도,영등포구,예약,4.6,135,영업안함,35000.0,,,30000.0,40000.0,여의도
2799,라무진 청담점,양고기,육류,청담,강남구,예약,4.7,29,35000.0,35000.0,30000.0,40000.0,30000.0,40000.0,청담
2800,맷돌,멕시코음식,양식,성수,성동구,예약,4.8,208,39000.0,39000.0,39000.0,39000.0,39000.0,39000.0,성수
2801,우뜸 (wootteum) 포스코센터본점,소고기구이,한식,삼성,강남구,예약,4.7,35,15000.0,35000.0,10000.0,20000.0,30000.0,40000.0,삼성
2802,그라쏘 와인비스트로,와인,주류,서대문,서대문구,예약,4.8,29,영업안함,35000.0,,,30000.0,40000.0,서대문
2803,스시자양,스시오마카세,일식,자양,광진구,예약,4.9,212,25000.0,45000.0,25000.0,25000.0,35000.0,55000.0,자양
2804,이치류 선릉점,양고기,육류,선릉,강남구,예약,4.7,8,영업안함,35000.0,,,30000.0,40000.0,선릉/선정릉
2805,돈구멍 마곡본점,돼지고기구이,한식,마곡,강서구,예약,5.0,41,35000.0,35000.0,30000.0,40000.0,30000.0,40000.0,마곡
2806,관호 광화문점,양고기,육류,광화문,종로구,예약,4.9,9,35000.0,35000.0,30000.0,40000.0,30000.0,40000.0,광화문
2807,오목집 한티점,"족발,보쌈",한식,대치,강남구,예약,4.0,1,35000.0,35000.0,30000.0,40000.0,30000.0,40000.0,대치
2808,프랑스와 France soir,프랑스음식,양식,잠실,송파구,예약,4.8,516,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,잠실
2809,일편등심 마곡나루점,소고기구이,한식,마곡,강서구,예약,4.9,148,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,마곡
2810,59,파스타,양식,여의도,영등포구,예약,4.8,366,25000.0,40000.0,20000.0,30000.0,30000.0,50000.0,여의도
2811,조씨 밥세끼(회떠유),"회,사시미",일식,강남,강남구,예약,4.8,208,영업안함,40000.0,,,30000.0,50000.0,강남
2812,쿠시라쿠,야키토리,일식,이태원,용산구,예약,4.9,209,영업안함,32500.0,,,20000.0,45000.0,이태원
2813,삼미미,"칵테일,위스키",주류,역삼,강남구,예약,4.7,78,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,역삼
2814,우천식육식당 강남구청점,소고기구이,한식,강남구청,강남구,예약,4.5,52,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,강남구청
2815,도산족발&칼국수,"육류,고기요리",한식,도산공원,강남구,예약,4.8,9,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,도산공원
2816,하이디라오 명동점,중식,중식,을지로,중구,예약,4.6,847,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,을지로
2817,하이디라오 서초점,중식,중식,강남,강남구,예약,4.7,894,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,강남
2818,NOYA 스타필드 코엑스점,샤브샤브,한식,삼성,강남구,예약,4.2,134,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,삼성
2819,알비꼴레또 (Al Vicoletto),이탈리아음식,양식,망원,마포구,예약,4.9,90,25000.0,40000.0,20000.0,30000.0,30000.0,50000.0,망원
2820,녹지 종로,"육류,고기요리",한식,종각,종로구,예약,4.9,598,영업안함,40000.0,,,30000.0,50000.0,종각
2821,하이디라오 홍대점,중식,중식,홍대,마포구,예약,4.7,653,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,홍대
2822,하이디라오 영등포점,중식,중식,영등포,영등포구,예약,4.7,950,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,영등포
2823,아그라 여의도IFC몰,인도음식,아시아음식,여의도,영등포구,예약,4.3,157,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,여의도
2824,아그라 파스텔시티 사당점,인도음식,아시아음식,사당,동작구,예약,4.5,40,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,사당
2825,아그라 롯데백화점 잠실점,인도음식,아시아음식,잠실,송파구,예약,4.0,13,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,잠실
2826,아그라 롯데백화점 강남점,인도음식,아시아음식,대치,강남구,예약,4.8,2,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,대치
2827,아그라 고척아이파크몰점,인도음식,아시아음식,고척,구로구,예약,4.4,2,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,고척
2828,아그라 롯데백화점 노원점,인도음식,아시아음식,상계,노원구,예약,4.6,9,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,상계
2829,아그라 센터원점,인도음식,아시아음식,을지로,중구,예약,4.4,23,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,을지로
2830,아그라 역삼 GFC점,인도음식,아시아음식,역삼,강남구,예약,4.2,11,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,역삼
2831,혼시츠,이자카야,일식,연남,마포구,예약,4.9,27,영업안함,40000.0,,,30000.0,50000.0,연남
2832,시토,와인,주류,논현,강남구,예약,5.0,38,영업안함,40000.0,,,30000.0,50000.0,논현
2833,사델스 서울 / Sadelle's at Kith Seoul,브런치,양식,성수,성동구,예약,4.3,116,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,성수
2834,h245,요리주점,주류,삼각지,용산구,예약,4.8,12,영업안함,40000.0,,,30000.0,50000.0,삼각지
2835,징기스칸 슌,양고기,육류,선릉,강남구,예약,5.0,3,영업안함,40000.0,,,30000.0,50000.0,선릉/선정릉
2836,까르니브라질그릴 사당점,"스테이크,립",양식,방배,서초구,예약,5.0,1,40000.0,40000.0,30000.0,50000.0,30000.0,50000.0,방배
2837,쇼미더크랩 압구정점,"해물,생선요리",한식,신사,강남구,예약,5.0,9,영업안함,40000.0,,,30000.0,50000.0,신사
2838,와슈다이닝 슈토,가이세키오마카세,일식,논현,강남구,예약,4.7,240,영업안함,45000.0,,,30000.0,60000.0,논현
2839,라씨에트,프랑스음식,양식,서래마을,서초구,예약,4.3,164,40000.0,45000.0,20000.0,60000.0,30000.0,60000.0,서래마을
2840,일편등심 강남역점,소고기구이,한식,강남,강남구,예약,4.7,130,45000.0,45000.0,30000.0,60000.0,30000.0,60000.0,강남
2841,아리양,"곱창,막창",한식,선정릉,강남구,예약,4.7,32,35000.0,45000.0,10000.0,60000.0,30000.0,60000.0,선릉/선정릉
2842,소울한우 마포도화 본점,소고기구이,한식,마포,마포구,예약,4.6,151,40000.0,45000.0,20000.0,60000.0,30000.0,60000.0,마포
2843,심야식당 기억,이자카야,일식,해방촌,용산구,예약,4.8,1034,영업안함,45000.0,,,30000.0,60000.0,해방촌
2844,"Limited HANU (리미티드 하누, 강남본점, 투뿔한우 갈비 냉삼겹)","육류,고기요리",한식,개포동,강남구,예약,4.1,19,35000.0,45000.0,10000.0,60000.0,30000.0,60000.0,기타
2845,스시우로코,스시오마카세,일식,연신내,은평구,예약,4.8,170,35000.0,47000.0,35000.0,35000.0,35000.0,59000.0,연신내
2846,오뜨 서울,프랑스음식,양식,망원,마포구,예약,4.9,99,영업안함,45000.0,,,30000.0,60000.0,망원
2847,타코로 쌈바,멕시코음식,양식,강남구청,강남구,예약,4.9,84,45000.0,45000.0,30000.0,60000.0,30000.0,60000.0,강남구청
2848,봉피양 마포점,한식,한식,마포,마포구,예약,4.5,8,20000.0,45000.0,10000.0,30000.0,30000.0,60000.0,마포
2849,우나쥬유키,일식,일식,압구정,강남구,예약,4.9,159,45000.0,45000.0,30000.0,60000.0,30000.0,60000.0,압구정
2850,따봉브라질 (Tabom Brazil),"스테이크,립",양식,이태원,용산구,예약,4.8,20,45000.0,45000.0,30000.0,60000.0,30000.0,60000.0,이태원
2851,놉스 삼성점,"스테이크,립",양식,삼성,강남구,예약,4.5,199,30000.0,45000.0,20000.0,40000.0,30000.0,60000.0,삼성
2852,민소한우 금융로점,소고기구이,한식,여의도,영등포구,예약,4.3,31,30000.0,50000.0,10000.0,50000.0,30000.0,70000.0,여의도
2853,민소한우 중앙여의도점,소고기구이,한식,여의도,영등포구,예약,4.1,60,40000.0,50000.0,10000.0,70000.0,30000.0,70000.0,여의도
2854,민소한우 서여의도점,소고기구이,한식,여의도,영등포구,예약,4.4,46,30000.0,50000.0,10000.0,50000.0,30000.0,70000.0,여의도
2855,바른고기정육점 서래마을본점,소고기구이,한식,서래마을,서초구,예약,4.5,212,40000.0,50000.0,10000.0,70000.0,30000.0,70000.0,서래마을
2856,중화복춘 공원,중식,중식,홍대,마포구,예약,4.7,299,40000.0,50000.0,10000.0,70000.0,30000.0,70000.0,홍대
2857,미우,소고기구이,한식,신사,강남구,예약,4.8,718,50000.0,50000.0,30000.0,70000.0,30000.0,70000.0,신사
2858,소야일식,일식,일식,은평,은평구,예약,4.8,211,영업안함,50000.0,,,30000.0,70000.0,은평
2859,대가원,소고기구이,한식,마곡,강서구,예약,4.4,35,40000.0,50000.0,10000.0,70000.0,30000.0,70000.0,마곡
2860,뚝심한우 센터원점,소고기구이,한식,을지로,중구,예약,4.6,240,45000.0,55000.0,10000.0,80000.0,30000.0,80000.0,을지로
2861,뚝심한우 선릉역점,소고기구이,한식,선릉,강남구,예약,4.4,140,45000.0,55000.0,10000.0,80000.0,30000.0,80000.0,선릉/선정릉
2862,TAVERN38,프랑스음식,양식,신사,강남구,예약,4.3,227,55000.0,55000.0,30000.0,80000.0,30000.0,80000.0,신사
2863,이춘복참치 잠실점,참치회,일식,잠실,송파구,예약,4.4,154,25000.0,55000.0,10000.0,40000.0,30000.0,80000.0,잠실
2864,수을관,한식,한식,홍대,마포구,예약,4.8,237,영업안함,55000.0,,,30000.0,80000.0,홍대
2865,갓포 마코토,일식,일식,압구정,강남구,예약,4.6,439,영업안함,55000.0,,,30000.0,80000.0,압구정
2866,무드서울,양식,양식,솔빛섬,서초구,예약,4.5,2162,39000.0,55000.0,39000.0,39000.0,30000.0,80000.0,반포
2867,무드앵커,양식,양식,반포,서초구,예약,4.5,440,영업안함,55000.0,,,30000.0,80000.0,반포
2868,신사양갈비,한우오마카세,한식,신사,강남구,예약,4.7,17,영업안함,55000.0,,,30000.0,80000.0,신사
2869,서초고깃간 2호점,소고기구이,한식,서초,서초구,예약,4.9,13,15000.0,55000.0,10000.0,20000.0,30000.0,80000.0,서초
2870,한가향,한정식,한식,도봉,도봉구,예약,4.6,11,55000.0,55000.0,30000.0,80000.0,30000.0,80000.0,도봉
2871,참치공방 을지로점,"회,사시미",일식,을지로,중구,예약,4.7,11,25000.0,55000.0,10000.0,40000.0,30000.0,80000.0,을지로
2872,뚝심한우 여의도점,소고기구이,한식,여의도,영등포구,예약,4.3,78,60000.0,60000.0,30000.0,90000.0,30000.0,90000.0,여의도
2873,단미그린비,한정식,한식,수서,강남구,예약,4.6,437,60000.0,60000.0,30000.0,90000.0,30000.0,90000.0,기타
2874,아리연,한정식,한식,시청,중구,예약,4.5,148,30000.0,60000.0,10000.0,50000.0,30000.0,90000.0,시청
2875,더 그리핀/JW 메리어트 동대문스퀘어 서울,양식,양식,동대문,동대문구,예약,4.6,24,영업안함,60000.0,,,30000.0,90000.0,동대문
2876,서래미소,소고기구이,한식,서래마을,서초구,예약,4.8,126,50000.0,60000.0,10000.0,90000.0,30000.0,90000.0,서래마을
2877,인손 서울,"회,사시미",일식,서울역,성동구,예약,4.9,339,영업안함,60000.0,,,30000.0,90000.0,서울역
2878,삼씨오화 종각점,한식,한식,종각,종로구,예약,4.4,76,60000.0,60000.0,30000.0,90000.0,30000.0,90000.0,종각
2879,더 리버사이드 호텔 카와베 스키야키,일식,일식,신사,강남구,예약,4.5,189,60000.0,60000.0,30000.0,90000.0,30000.0,90000.0,신사
2880,생생아구 본점,해물(탕/찜/볶음),한식,잠실새내,송파구,예약,5.0,4,60000.0,60000.0,30000.0,90000.0,30000.0,90000.0,잠실새내
2881,홍보각,중식,중식,강남,강남구,예약,4.8,231,65000.0,65000.0,30000.0,100000.0,30000.0,100000.0,강남
2882,엠 스테이크하우스 롯데백화점 에비뉴엘 월드타워점,"스테이크,립",양식,잠실,송파구,예약,4.6,49,55000.0,65000.0,30000.0,80000.0,30000.0,100000.0,잠실
2883,더담우R,한우오마카세,한식,영등포,영등포구,예약,4.8,366,30000.0,64500.0,30000.0,30000.0,30000.0,99000.0,영등포
2884,도산정밀,양식,양식,압구정,강남구,예약,5.0,44,영업안함,65000.0,,,30000.0,100000.0,압구정
2885,광화문 더 발베니 바,"칵테일,위스키",주류,광화문,종로구,예약,4.9,108,영업안함,65000.0,,,30000.0,100000.0,광화문
2886,마케집 여의도본점,"회,사시미",일식,여의도,영등포구,예약,4.3,102,25000.0,70000.0,10000.0,40000.0,30000.0,110000.0,여의도
2887,트라토리아 모로,이탈리아음식,양식,삼성,강남구,예약,4.8,55,45000.0,65000.0,30000.0,60000.0,30000.0,100000.0,삼성
2888,부케독산,전통주,주류,가산,금천구,예약,5.0,3,영업안함,65000.0,,,30000.0,100000.0,가산
2889,정원레스토랑 어반가든,이탈리아음식,양식,광화문,종로구,예약,4.4,160,30000.0,90000.0,20000.0,40000.0,30000.0,150000.0,광화문
2890,한남동 마구로센 참치,참치회,일식,한남,용산구,예약,4.6,82,20000.0,85000.0,10000.0,30000.0,30000.0,140000.0,한남
2891,다이닝늘 홍대점,유러피안음식,양식,상수,마포구,예약,4.7,175,50000.0,102500.0,20000.0,80000.0,75000.0,130000.0,상수
2892,로얄호텔서울 그랜드 키친,이탈리아음식,양식,명동,중구,예약,4.5,68,55000.0,80000.0,30000.0,80000.0,30000.0,130000.0,명동
2893,켄싱턴호텔 뉴욕뉴욕,아메리칸음식,양식,여의도,영등포구,예약,4.8,128,90000.0,90000.0,30000.0,150000.0,30000.0,150000.0,여의도
2894,외백,중식,중식,여의도,영등포구,예약,4.9,47,45000.0,80000.0,30000.0,60000.0,30000.0,130000.0,여의도
2895,이타니,이자카야,일식,압구정로데오,강남구,예약,4.7,298,15000.0,70000.0,10000.0,20000.0,30000.0,110000.0,압구정로데오
2896,파크 하얏트 서울 코너스톤,이탈리아음식,양식,삼성,강남구,예약,4.4,53,115000.0,115000.0,30000.0,200000.0,30000.0,200000.0,삼성
2897,소수,한우오마카세,한식,한남,용산구,예약,4.4,787,120000.0,225000.0,120000.0,120000.0,200000.0,250000.0,한남
2898,붓처스컷 삼성,"스테이크,립",양식,삼성,강남구,예약,4.2,174,165000.0,165000.0,30000.0,300000.0,30000.0,300000.0,삼성
2899,콘래드서울 37그릴 앤 바,양식,양식,여의도,영등포구,예약,4.5,38,105000.0,105000.0,30000.0,180000.0,30000.0,180000.0,여의도
2900,청주한씨,전통주,주류,성수,성동구,예약,4.6,483,영업안함,42000.0,,,42000.0,42000.0,성수
2901,화다인,소고기구이,한식,논현,강남구,예약,4.7,78,45000.0,45000.0,40000.0,50000.0,40000.0,50000.0,논현
2902,가마메시야 울림,일식,일식,마곡,강서구,예약,4.5,1247,29000.0,53000.0,29000.0,29000.0,53000.0,53000.0,마곡
